RID,State,District_Name,Place_Name,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
AJNJNA093JUW0,WEST BENGAL,NADIA,PANCHANANTALA,8.069297893,191.0041072,16654.50937,8.038212718,350.5779501,418.2000717,12.29376979,49.0092564,3.021381555,1
A29WQDKU3FC8R2,WEST BENGAL,NADIA,KARAMCHAPULI,7.213375388,213.7671763,27377.69978,6.915301472,327.717408,457.5115872,17.96873601,,3.453438876,1
A2EU3Z7YROXB0A,WEST BENGAL,NADIA,CHANDRA  UTTAR,6.790838199,271.6012124,14348.57292,9.923315466,368.8420115,610.6295503,9.386798894,91.40211169,3.438279839,1
A2QDBPPBHENHZF,WEST BENGAL,NADIA,DEBNATH PARA,6.975209178,175.4210394,35701.15532,5.494254342,290.0528022,401.0588017,10.28528265,66.4205789,5.25648355,1
A2NVAGB5ZV1QH7,WEST BENGAL,NADIA,MATH PARA,7.422225264,203.3233079,40148.12372,5.602313547,256.5904511,401.7754572,9.025661104,53.01958497,4.486512693,1
A25B9A3NZR8EVG,WEST BENGAL,NADIA,KHALSHI,6.505065807,226.4196094,16982.13197,6.938467053,318.2457103,484.0922845,18.52710477,80.46281041,2.890998522,1
A6INT1B92QWXA,WEST BENGAL,NADIA,CHOTOJIAKUR,6.617862257,174.2805663,33245.63059,7.02218702,326.1684795,479.9205378,15.91891223,60.33979353,4.601351198,1
A18YRDECHZ4E6Z,WEST BENGAL,NADIA,CHATKATALA,6.769769339,178.3317527,16980.25848,7.051697433,369.9062775,299.4049766,18.70365696,62.86852727,3.846611901,1
A2UEWN4TRYLTZJ,WEST BENGAL,NADIA,RAJOAR PARA,6.341751224,139.959471,18058.32029,8.361337389,417.6024458,347.4644191,13.31442174,58.22098154,4.01901055,1
A835SPN137HUF,WEST BENGAL,NADIA,MAHISHYA PARA,7.058866081,191.5484007,16473.06709,8.435789356,367.8531795,462.9937287,12.57442047,17.52776496,3.937334184,1
A32G4AR56VP4YN,WEST BENGAL,NADIA,NARAYANPUR,7.539287395,258.4900758,26999.38208,7.002092479,266.8031231,352.1959121,14.65080895,59.15884348,5.427372665,1
A3NKQ6NPDL9J7Q,WEST BENGAL,NADIA,CHANDRAPUR,,163.1672501,36525.55088,5.512927024,284.6242699,522.6005118,14.39551852,78.8684647,4.64569167,1
AAQM21NOY7CI6,WEST BENGAL,NADIA,DASPARA,7.490807654,198.9665123,6873.559885,8.534328845,,440.4711976,11.04745568,60.93598707,3.716367555,1
A3A2JS9YE9USBX,WEST BENGAL,NADIA,MUSLIMPARA,6.037428194,227.0339937,12988.79123,8.476905391,392.3805285,306.3862826,7.122391113,41.19050736,3.594217364,1
A3CGELDUCUTLY0,WEST BENGAL,NADIA,NATHPARA,,158.6952089,8721.231885,8.104497502,425.7103307,471.0735367,15.35394973,74.88567577,3.392134168,1
A2O9JFE7UC3KF7,WEST BENGAL,NADIA,DURLAV PARA,6.706695161,232.926598,27881.50441,7.881448097,337.1110167,443.2087743,14.52338912,64.12174013,4.371882445,1
A2DHP3JHQ6W9OF,WEST BENGAL,NADIA,BATHANGACHI  PASCHIM,,156.3881195,26885.83494,4.894281397,291.9186741,554.2213897,14.27710289,53.48194274,4.709676028,1
AZS05OYE0XGNF,WEST BENGAL,NADIA,KUSHTIAPARA,,186.3655495,7557.021271,9.454207284,406.0380682,288.3687128,12.86141736,72.18701487,4.116263245,1
A3M3CXC2I4JW9T,WEST BENGAL,NADIA,PABNAPARA,6.758851697,218.153477,22540.77517,7.196435143,304.6805992,382.5026998,18.8387354,53.81543482,3.639971876,1
AUBGRWIAQCELR,WEST BENGAL,NADIA,ARPARA,7.48678088,151.2025915,31130.21264,4.584071245,,351.5754114,18.9385279,53.13713188,2.748428797,0
A3IJVD5H0UVOY0,WEST BENGAL,NADIA,ORANG PARA,6.904121373,228.9604179,10836.96978,7.792593267,362.2965521,513.1888415,12.70446004,40.54603685,4.141819203,0
A3NMTV00WU08R6,WEST BENGAL,NADIA,NAMASUDRAPARA,,155.2626089,42617.3034,5.829424193,449.2676875,456.185338,20.68097473,77.13750041,2.846501199,0
AF05XUU61RCX6,WEST BENGAL,NADIA,PASCHIM MUSLIMPARA,7.348937142,267.6552225,15818.26132,10.57468147,,541.7550825,13.40814649,54.61912764,4.725746456,0
AUIXY52CBZEYZ,WEST BENGAL,NADIA,SARDARPARA,7.846057926,224.0588768,23264.10997,5.922367041,300.4026201,387.9713358,13.40673745,43.07518647,2.487968647,0
ATHNM9SW89UH6,WEST BENGAL,NADIA,KACHUAPARA,,229.6206163,19955.71054,7.608653348,285.4326814,491.880578,11.02690948,85.24187346,3.113764306,0
A2ZAXXG8JQ28OL,WEST BENGAL,NADIA,BARAJIAKUR,6.1798098,248.833263,15391.55915,8.014257064,273.0868901,487.625733,9.696477803,69.69702548,3.70432422,0
AQLL2R1PPR46X,WEST BENGAL,NADIA,CHATKATALAPARA,6.755669308,209.3620748,13821.55616,7.557414862,334.6195242,499.0709093,19.33914307,81.09874611,3.959517637,0
A305JULQXPH8S7,WEST BENGAL,NADIA,TALPUKURPARA,,213.6522934,28266.75511,3.632113587,,483.7979676,15.74191083,78.81085249,4.312289708,0
A3A1OA237FOZFK,WEST BENGAL,NADIA,NIMTALAPARA,7.266598792,98.45293051,36490.14303,7.138813886,423.1874849,502.8830673,7.360771583,76.29028546,4.952733208,0
A31L647RZGGYVJ,WEST BENGAL,NADIA,DONGKHIRA,8.218171066,116.0619504,22465.68756,5.000450606,,408.3601989,6.732793598,90.99326781,4.246446172,0
A2Z5Z055EFGYJ5,WEST BENGAL,NADIA,KARMAKAR PARA,6.980061939,164.1271804,17625.46641,6.479557844,372.7483191,492.7034162,11.66575309,48.71029322,3.969463254,0
A306153FTKS9PL,WEST BENGAL,NADIA,SCHOOL PARA,6.381978996,235.9451102,18982.95376,8.286513899,,511.4851573,16.18354243,77.83952139,3.299047219,0
A3DQNEH3JQFE3B,WEST BENGAL,NADIA,BAHADURPUR,6.64800546,191.8418015,15176.29068,5.66166259,,471.0471287,15.43828677,56.53238715,3.829783554,0
A2F97WK6OAHL2D,WEST BENGAL,NADIA,VIVEKANANDA NAGAR,5.899936567,205.9137864,30379.35944,9.446147977,312.2832102,512.3365277,6.30605546,55.06524301,3.858978815,0
AF7SYJXVFEG8U,WEST BENGAL,NADIA,PROMOD NAGAR,7.260904363,189.077962,21391.16254,6.576866192,356.6222215,390.2852661,14.39160618,81.08245565,4.383823385,0
A8P8EK3MPUYY1,WEST BENGAL,NADIA,BABLA,5.575920648,223.3740073,14553.13231,9.689175439,234.6098078,252.9683278,12.24948915,59.52300261,4.294447559,0
A2QDOJFFLFGF18,WEST BENGAL,NADIA,GOBINDAPUR,5.467401255,197.0289262,12883.16353,9.264883097,347.4212659,355.1757122,12.76254632,67.15953241,3.717822718,0
A18JTDHSQ6N26W,WEST BENGAL,NADIA,GOBINDAPUR MANUNAGAR,6.090016057,216.7362319,12558.89797,9.29729963,317.9832359,409.4272358,10.75484155,30.96584429,2.943521712,0
A1VZTL03ZVT1E9,WEST BENGAL,NADIA,MUSLIM PARA,8.205447053,145.7973174,17981.25478,6.580460164,359.3925667,420.3942228,15.85679712,100.7123059,3.73992167,0
AZ6DJLNAUGTUG,WEST BENGAL,NADIA,KANDAKHOLA,7.670505864,123.3366439,33843.61945,5.216368725,390.7458255,462.9676393,18.69872993,82.9046574,3.93382646,0
A37GNEOQ67P58M,WEST BENGAL,NADIA,RAJA PUKUR PARA,6.791097166,209.1281633,20149.17967,5.803999901,288.3568559,291.3042116,12.32733519,57.30357735,3.084039762,0
A1D0MFFJ50ZXVJ,WEST BENGAL,NADIA,MOLLABER,6.006769481,226.8740986,20279.70104,8.166416283,225.5166278,275.9865953,9.650786456,52.64002548,4.034754809,0
A2CZ5N1OS9R63,WEST BENGAL,NADIA,DASPARA,,204.3847939,32951.31637,5.995276838,324.5051897,339.6418823,4.473092264,71.19049628,4.905229739,0
A1DEIJM0RQ124W,WEST BENGAL,NADIA,DURLAVPARA,6.336342762,214.0719823,14619.62726,6.584414155,315.9967929,370.7956045,12.21941068,83.66887899,3.78880332,0
A9E073M8I90WF,WEST BENGAL,NADIA,DURLAVPARA STATION,7.473235377,223.2649362,19932.58523,5.770106829,317.7088539,590.3251265,13.5569112,89.45357545,3.87771425,0
A2WA9ZK6Y7XOL7,WEST BENGAL,NADIA,CHHOTO RANAGHAT,,214.1930778,21671.2783,8.272939792,,473.4153779,15.70689398,73.17019823,4.246388024,0
A1ANPMPOYVPMSB,WEST BENGAL,NADIA,CHAR HARIPUR / BARADANGA PARA,7.380104835,237.9226372,16862.54348,7.101816885,306.182925,478.654518,13.25447539,92.86455713,5.030452202,0
A301NN7MFCLVA8,WEST BENGAL,NADIA,SAHEBDANGA UTTAR,10.067633,144.6139557,39716.1318,4.503365936,390.9103283,415.0507563,17.65879359,,3.776788997,0
A2F73FMGOHZ6PN,WEST BENGAL,NADIA,SAHEBDANGA DAKSHIN,5.9159443,274.2636179,6967.735565,10.06943454,247.6457432,321.236814,12.09216676,39.44859287,2.585849315,0
AMY4X3H1RA8MQ,WEST BENGAL,NADIA,CHAR HARIPUR MITHIDANGA,,171.6950224,38971.05101,8.365578508,385.9537304,397.4417128,17.20160787,73.64699561,2.643212412,0
A2IAN81EQVKHC6,WEST BENGAL,NADIA,BALIR CHAR,6.124847329,151.6913578,15092.01764,6.610787895,382.3189607,388.1375309,16.62195941,69.167847,4.211967654,0
A1HFIEWJVPMHGN,WEST BENGAL,NADIA,CHAR RAGHUNATHPUR / MUSLIM PARA,,137.2534266,20593.93372,3.961110719,393.6845872,520.4105053,19.24955045,50.02993329,3.30241929,0
A1ETHL0XTS3DWY,WEST BENGAL,NADIA,RAGHUNATHPUR,7.876495131,250.8966214,15741.08163,8.0757381,,391.2587937,16.54386888,59.24608623,3.913904717,0
AMK8WH69Q07ZK,WEST BENGAL,NADIA,BRAMHASASAN / ISLAMPUR,6.021051323,178.2236826,18966.36305,10.2135746,,400.5663301,12.84182829,60.87015055,4.661057552,0
A29SL443S0BDKQ,WEST BENGAL,NADIA,DACCA PARA,,193.1676112,20894.40049,7.331568424,359.4265371,417.4247663,16.78714533,38.10700463,3.818403943,0
AB2DBKM8PGYSY,TRIPURA,NORTH TRIPURA,PURBA NAYA PARA,,166.6966948,14807.41355,6.801860754,269.7075858,536.3369828,13.83929651,77.55032727,3.434798595,0
A2TNX79ZWHE8EE,TRIPURA,NORTH TRIPURA,PURBA PALGAON,6.58545023,166.9659605,30210.25037,9.508298704,340.2457661,430.0785909,23.23432591,72.79991739,4.275640248,0
A164J9313Z366T,TRIPURA,NORTH TRIPURA,SOUTH PAL  GAON,6.342671183,157.0461254,21079.60621,7.275077846,318.8534483,351.0242557,14.01914892,64.4074978,4.582591795,0
A3NIJP0MX60FW3,TRIPURA,NORTH TRIPURA,UHAR PARA PKC,6.632990254,238.3247509,12829.09278,7.347360637,331.3018775,451.7344167,19.6409225,73.20154424,4.36085117,0
A3U8OG0PXI5KH3,TRIPURA,NORTH TRIPURA,MUSLIM PARA,5.400700138,197.9189928,9968.962738,7.878997796,,503.8963569,17.40892171,77.38284144,3.555737566,0
A18G58YPHYUFXH,TRIPURA,NORTH TRIPURA,MADHYA PARA,7.460147818,221.3432095,25480.91841,6.926943239,,438.6196351,13.08908602,58.08399266,2.413628852,0
A20BIVDBVVSSGP,TRIPURA,NORTH TRIPURA,KOKINALA PARA,6.709822001,148.253186,20922.15446,4.633573767,,400.3428119,18.33085625,40.49559628,1.687624505,0
AHRNDSKWH1YBT,TRIPURA,NORTH TRIPURA,PKC COLONY,8.054893322,239.1397786,28545.35543,5.096893752,,574.4028275,17.77801461,56.35295296,3.52438043,0
A1OYZZ2727LASG,TRIPURA,NORTH TRIPURA,SOUTH TILTHA WARD 3,5.365192408,238.2912124,16262.93925,7.507931031,255.5446784,393.5338792,12.46504348,27.0957029,3.180798457,0
A2S51O1TSXRB3V,TRIPURA,NORTH TRIPURA,NORTH RAJNAGAR W 1,6.920388988,252.3527992,11086.25986,9.993375714,285.7447584,368.629147,17.12080332,43.66708226,3.277601364,0
A3JKDP03J29EC3,TRIPURA,NORTH TRIPURA,BAIRAGI TILLA W 2,7.025456548,184.4844265,31659.96274,5.232019589,,559.0028538,14.39304637,56.29025198,2.927051442,0
A1XIBJHFDFPFLV,TRIPURA,NORTH TRIPURA,MADHYA RAJNAGAR W 3,7.974248428,173.7507758,26848.62984,6.055533741,337.9404817,347.7480612,13.75756405,75.53536915,3.195944251,0
A19123D9G66E0O,TRIPURA,NORTH TRIPURA,RAJNAGAR COLONY WARD 4,8.03105522,222.6284245,18134.83502,8.754513038,314.4715658,452.9702847,12.0659628,78.54971219,3.338880126,0
A48939C20S0J8,TRIPURA,NORTH TRIPURA,RAJNAGAR BAZAR W 5,7.614056817,213.6911685,17598.20035,8.131319435,,384.0872809,5.051694615,70.83321861,3.437946395,0
A24CCSBENKSQWT,TRIPURA,NORTH TRIPURA,LAXMI PUR W 6,7.643578362,209.8608444,21885.50378,9.529227822,,337.6321732,8.863614187,63.64692149,3.76216286,0
A1RJUXDK64O91A,TRIPURA,NORTH TRIPURA,RAM NAGAR BAZAR PARA W3,7.731315009,169.049684,38356.2265,6.028454349,297.329355,525.8794084,16.07111983,74.90970542,5.164284275,0
A1WO04IW1HFEU1,TRIPURA,NORTH TRIPURA,MADHY RAM NAGAR W 4,6.268402756,154.6819023,23050.33126,6.832938265,290.7032363,421.220228,13.88135748,65.89139218,3.38970529,0
A2KJ2MLSFUFS1R,TRIPURA,NORTH TRIPURA,BHUMIHEEN COLONY W 5,7.369911642,155.6448051,19283.40205,5.43502469,399.9407844,391.3242155,18.14856179,63.69861686,3.821721167,0
A2AENWFAUQYH3U,TRIPURA,NORTH TRIPURA,32 DRONE,,241.1806799,25696.32094,5.694556571,333.9019892,386.2983586,14.53115476,33.91835076,4.142386059,0
A3FC2U8EPUE6UC,TRIPURA,NORTH TRIPURA,9 DRONE,6.320375285,165.8215453,20481.64207,7.605958275,354.2890348,422.3410482,14.79395985,46.04306451,2.728617352,0
A1NIX2WA2ZKLV7,TRIPURA,NORTH TRIPURA,NORTH ROWA,7.290088572,205.2131051,26115.61633,5.13789062,357.7940881,402.8747986,7.96047754,63.69851444,4.700618336,0
A1D40O74QROUL3,TRIPURA,NORTH TRIPURA,SOUTH ROWA,6.356511062,164.6181852,17538.54117,8.345192367,345.1449576,430.9595045,15.3294379,47.02138185,3.415525525,0
AQNX0WN00JEVE,TRIPURA,NORTH TRIPURA,CHAM TILLA,7.974065001,160.2241817,29477.7644,2.456013596,324.0555922,371.2119513,18.69391504,54.28062385,4.069086698,0
A2UV6EZRAAXJB9,TRIPURA,NORTH TRIPURA,NORTH ROWA COLONY,4.943508444,267.5330269,11870.42485,8.877868642,,417.4125312,15.25279421,22.74973504,5.070841577,0
A6L5LH8M17JS,TRIPURA,NORTH TRIPURA,MADHYA ROWA,7.700362305,220.5717962,29432.20825,6.356293646,322.7503277,444.9576179,13.02743928,77.82980159,3.786486994,0
A29CVG42UE20M8,TRIPURA,NORTH TRIPURA,NORTH EAST GANG,6.05460718,228.1980268,10215.81242,5.983974184,306.7968615,441.4985004,17.22914943,65.3402127,4.88916336,0
A1MQDDMO1RXO70,TRIPURA,NORTH TRIPURA,NORTH WEST PARA,4.22142068,120.5601296,34370.19711,7.960887807,411.5808301,436.774598,14.39583877,64.60146839,4.278712401,0
A2VZD53IMJ6ABS,TRIPURA,NORTH TRIPURA,HATIDWAL MADHYA,8.545890346,255.3248719,31056.57878,3.619779035,,426.8833667,13.78298874,34.44829325,5.036882987,0
A3PCXCGFT1S1V8,TRIPURA,NORTH TRIPURA,SOUTH EAST PARA,7.752176213,182.0647049,13655.68065,6.817247235,337.7537758,328.2172512,15.23112896,92.25506242,4.72550711,0
A1X16IX0PJ2KNW,TRIPURA,NORTH TRIPURA,ACHARJEE AND DEBNATH PARA,5.588129751,220.8175225,8730.312436,8.32189684,300.2204275,412.7085568,6.478625964,80.63780587,3.165618482,0
AWK4T35ZVE24R,TRIPURA,NORTH TRIPURA,SUKLA BAIDYA PARA,8.649868625,178.5887535,18503.76653,7.240819805,356.2630798,329.5041913,15.28065324,83.78347669,3.08168124,0
A21KEWQVHOIHFJ,TRIPURA,NORTH TRIPURA,UTTAR SRIPUR,7.899256515,187.7006542,32210.8163,4.996763122,320.5323627,400.1498058,19.87360427,46.91334159,4.44817057,0
APHB4GY5WEVOP,TRIPURA,NORTH TRIPURA,HOSPITAL COLONY,5.952267969,136.8905306,28105.96489,7.330957605,389.8097463,423.963995,15.37377985,68.969793,4.769768271,0
A1TPHJAGEOQZQJ,TRIPURA,NORTH TRIPURA,MADHYA SRIPUR,8.040187557,201.8092165,11861.55085,7.20030983,300.3984351,420.5492185,7.168607177,90.76177553,3.221138969,0
A1BFF0SPH2VZC4,TRIPURA,NORTH TRIPURA,PURBA SRI PUR,4.313219151,191.1193373,12770.83183,8.231574473,284.9459493,499.8547966,13.50127057,76.44396141,3.923590202,0
A1MPHD8OJTXR1R,TRIPURA,NORTH TRIPURA,DAKSHIN SRI PUR,6.707016928,209.7788053,14794.4114,7.80929151,,553.6444595,8.027568475,78.23717969,3.165632391,0
A36LOFUR3U753Z,TRIPURA,NORTH TRIPURA,LENIN COLONY,5.853560601,186.8077508,19790.85693,6.615780733,,489.7968884,19.67070272,65.04000733,3.756873895,0
A32F0SQ7I9PO0L,TRIPURA,NORTH TRIPURA,WARD NO 1,8.817402774,175.7549712,23173.31953,6.730860948,367.1541839,552.074544,7.73310927,91.44335576,3.864098419,0
A1T277YTLM09T9,TRIPURA,NORTH TRIPURA,WARD NO 2,,171.4349805,39207.58925,4.710509992,354.4446094,381.6854172,20.2120884,97.41888566,2.812503635,0
A28SD5Y42J7K15,TRIPURA,NORTH TRIPURA,WARD NO 3,,193.5771567,19671.35123,7.568896606,342.6734093,322.7356853,18.51158554,77.71030699,3.481517395,0
A19OAB9Y3GT3SO,TRIPURA,NORTH TRIPURA,WARD NO 4,7.47640846,246.1847192,27109.89561,9.791960768,341.1636312,339.7299878,16.21767979,77.60302139,3.47819378,0
A3BH4HA3R81GS1,TRIPURA,NORTH TRIPURA,WARD NO 5,7.691486298,155.1853193,36578.22375,7.69072772,405.169386,536.8895891,16.21496565,77.5820505,4.042497483,0
A3SKJR85RGGZG7,TRIPURA,NORTH TRIPURA,WARD NO 6,7.367371853,176.3352099,16663.60251,8.062782659,,354.7649403,10.6829209,37.36337117,3.817215105,0
A2XXD7R9EOE6S1,TRIPURA,NORTH TRIPURA,KHUDRA KADI,8.927905926,188.0544191,22139.87885,4.25272141,376.3345659,438.515587,8.597973316,92.82832061,5.474354698,0
A314KQRCVYGBO,TRIPURA,NORTH TRIPURA,KHUDRA KADI,5.62122732,221.6494395,11123.88616,8.809433144,314.8713417,326.3508725,19.31253635,84.37732322,3.440753325,0
A14HZY7NHRZTZV,TRIPURA,NORTH TRIPURA,DAS PARA W 3,6.450644925,201.5966735,27682.50745,5.655138862,316.1058923,573.0337789,14.64270908,,5.241539196,0
A618BKNYH6AQC,TRIPURA,NORTH TRIPURA,PURBA PADMIK PARA W 4,7.566517125,205.3965817,30823.73049,7.816636047,354.1759723,395.2972755,12.09525149,63.76770204,3.275142037,0
AFKOTNVXRB4GM,TRIPURA,NORTH TRIPURA,PASCHIM PARA,6.115637546,240.9751559,15765.78672,10.08834489,339.4024397,407.3195393,21.30504837,63.07159747,3.723625473,0
A25BFBLWO5E43U,TRIPURA,NORTH TRIPURA,WEST PNS UTTAR PARA,7.595228724,188.3732817,32869.47441,6.745588412,365.2086922,326.6271313,13.88332895,73.43822049,3.497604114,0
A38QPFGJOQCD2W,TRIPURA,NORTH TRIPURA,WEST PNS UTTAR MADHYA PARA,,279.2324186,11380.29864,8.586100558,314.1626019,467.6280725,10.88002787,68.97517593,3.25627469,0
A3CH8LYXEBGFDG,TRIPURA,NORTH TRIPURA,PURBA MADHYA PARA,7.131221859,165.9090203,18969.82489,7.690362629,,510.9823292,16.42773933,47.13700036,4.713192605,0
A1R1XBHTULVHBM,TRIPURA,NORTH TRIPURA,WEST PNS BSF CAMP PARA,7.399724708,258.0199471,18535.04645,5.497159163,339.8389768,354.6673118,14.97900007,73.00849576,3.79512408,0
AL5822LXTBSDO,TRIPURA,NORTH TRIPURA,WEST PNS DAKSHIN MADHYA PARA,7.002479941,168.9525905,20518.55543,10.13598691,,457.646782,9.812921149,56.92186165,3.352436318,0
APYLBMTTC7SVS,TRIPURA,NORTH TRIPURA,DAKSHIN PARA,5.345345371,238.51023,10315.35397,7.822600687,281.7717071,496.3508753,12.6246132,87.34283315,2.362886022,0
A2PNOU7NXB1JE4,TRIPURA,NORTH TRIPURA,BAITHANG BARI,6.185951163,174.7961234,22198.92942,7.608495516,,479.0918451,13.74428378,51.49711211,5.2057243,0
A38DUAG2FRUMBK,TRIPURA,NORTH TRIPURA,BAITHANG BARI,6.070090952,161.5302665,26764.49443,6.241526548,,485.8662579,18.78051983,81.94610645,4.699457411,0
A1S4Y637N2ZY7Y,TRIPURA,NORTH TRIPURA,MALAKAR PARA  AND SHYAMONI PARA,7.095569331,196.7349272,30235.1708,5.984901235,308.2036941,453.9547573,16.06273897,31.55501016,4.861276292,0
A6BL422N584T,TRIPURA,NORTH TRIPURA,LALSADHU PARA AND TAPIHUM PARA,,189.7616538,16737.10822,7.0314237,,410.4797337,14.54546513,60.14011673,3.092816759,0
A36WGHR8TO5DKT,TRIPURA,NORTH TRIPURA,BIRESH PARA,3.928556492,191.6659977,17328.16146,7.692417174,306.4795583,406.0856141,9.57860245,45.48073806,5.060835979,0
A374MHJO2OR1S4,TRIPURA,NORTH TRIPURA,BHATI SAILENBARI,6.352973105,244.8467167,13858.70394,9.179441915,,403.5604823,12.52012614,59.04699355,4.15549464,0
AYWPUWMMWS40Y,TRIPURA,NORTH TRIPURA,UJAN SAILENBARI,5.999125178,219.7161088,19345.79133,6.029641484,264.285069,497.4771505,16.38119482,46.30352278,5.046973116,0
A2UK61LFJ2MMHR,TRIPURA,NORTH TRIPURA,RAI THANTHAI PARA,8.899588378,208.1065481,17915.08597,4.793574529,334.571785,381.1593537,14.39874024,48.29949653,3.92861371,0
A2JQ1PEOZK8L9Q,TRIPURA,NORTH TRIPURA,WEST DALU BARI,7.37533762,194.8680827,28767.75742,5.074145829,349.9852426,495.0370675,14.24768198,77.0942343,5.127394949,0
A3LR0Y3LGKAND4,TRIPURA,NORTH TRIPURA,TINGARIA,8.979322853,184.309222,24967.323,6.264584285,335.2169277,485.5831879,8.280181032,63.94417834,4.264944046,0
A2G7BCXIH2RDBB,TRIPURA,NORTH TRIPURA,INDURAIL COLONY,8.532377474,216.4541076,30268.42127,6.298969846,330.9784658,436.1649753,11.89570044,55.92182717,2.380088049,0
A2MND5PX55LHXL,TRIPURA,NORTH TRIPURA,BHIL BASTI,7.213537481,176.6400633,34727.40856,5.162278044,287.706912,332.1995072,10.3274762,77.26146784,3.497480961,0
A2U8ACSYDKRX1W,TRIPURA,NORTH TRIPURA,MADHAB PUR H.BASTI,,184.6668909,14368.12816,8.12991171,334.7534106,472.3299948,16.07344923,73.71021796,4.583109838,0
A36NV56UEUTJMH,TRIPURA,NORTH TRIPURA,MADHUBAN,8.895574458,107.3833271,27622.74627,6.163319674,460.107069,444.9295836,13.99513554,78.34841499,4.754234802,0
AJTIL0DUZXS3Z,TRIPURA,NORTH TRIPURA,NOAJANG,6.582764204,219.1848137,21961.52692,6.987977754,348.9000157,341.2099365,15.17836842,68.98196616,3.668879697,0
AXRAS7FLREODU,TRIPURA,NORTH TRIPURA,BALI CHARA,,204.2405692,14665.4048,8.581319746,360.3887983,359.6221866,15.16317891,58.94560493,4.377502097,0
A8FLUHLFP5QIO,TRIPURA,NORTH TRIPURA,JARUFMUNA,,160.59576,49125.36008,6.344390014,409.5019532,327.9245609,14.40755462,64.64499261,3.287617332,0
A3V0JZF9SFQ4AF,WEST BENGAL,BARDHAMAN,ALEF NAGAR DAS PARA,5.986593892,275.8865128,21229.08331,8.940429867,,354.1118604,11.78338316,92.22773294,5.051493874,0
A1Y95M22CAXJPL,WEST BENGAL,BARDHAMAN,SOMAIPUR DAS PARA,6.841221063,166.6769499,28263.80372,7.11571467,318.7902016,532.1847408,21.46949128,78.22774764,5.092364652,0
A2HWA1SN3JW1YZ,WEST BENGAL,BARDHAMAN,DAKSHIN PARA,,157.827352,21716.42369,5.406394014,,478.9989727,18.92897905,80.20284499,3.825770075,0
A20FYL3KJ5KRU5,WEST BENGAL,BARDHAMAN,DAS PUKUR & ADIBASI PARA,7.146117225,181.4344194,33266.57158,8.381737717,373.1971458,485.1092148,15.46998024,52.81293151,4.775201718,0
A2IGNVVY8NY3L1,WEST BENGAL,BARDHAMAN,GHOSH PARA,,237.7056814,21862.75361,8.961425095,318.1726874,434.3883037,11.66532921,59.77564205,3.943290757,0
A3O25UK3UVDD1N,WEST BENGAL,BARDHAMAN,TOKIPUR MAJH PARA,7.507575296,172.5040208,18328.6959,6.907736147,351.4186342,377.0751326,10.67825495,68.85219615,3.703001047,0
A2ZKYNZ52F3W2S,WEST BENGAL,BARDHAMAN,MOLEDANGA,7.997175823,214.8196269,20575.57316,6.19139922,312.0080945,513.5403984,17.70310393,70.29121366,4.817668211,0
A3PGAEF216LDQU,WEST BENGAL,BARDHAMAN,GHOSH PARA,5.174345998,234.3285691,11746.60752,6.961265386,314.9868005,407.1023017,13.77167997,36.18353587,3.689144992,0
AHHKCSGLY109E,WEST BENGAL,BARDHAMAN,UNIA TATARPUR,,191.1504794,23172.28151,7.132153668,290.7091699,365.1405794,12.67950093,69.07443757,4.018446539,0
ASRXS63OHE00O,WEST BENGAL,BARDHAMAN,TALDANGA,6.479092567,180.9586672,28165.87256,7.160084004,371.4054069,370.2898377,16.94256578,,3.089597302,0
A2L3ATJQPPDJ86,WEST BENGAL,BARDHAMAN,RAGUNATHPUR,7.811512445,258.8916012,20911.90467,6.361756275,289.1421749,421.1330348,9.631649747,71.70322701,4.54607021,0
A1NBK07JEBCFI,WEST BENGAL,BARDHAMAN,PALIGRAM,7.437216653,242.7299686,20185.58716,6.121662233,306.1692512,413.655951,10.26277763,64.52918474,3.866874573,0
A3J777SEKHAXWH,WEST BENGAL,BARDHAMAN,NARAYANPUR,7.953878115,178.0665496,18677.27922,5.699539953,368.2176798,356.294341,18.63860277,61.46280651,2.86022397,0
ABWUZU0SCL5PW,WEST BENGAL,BARDHAMAN,KESHABPUR,6.396569931,243.7247069,12278.98528,6.794551403,,489.4493051,17.63803947,,4.188249712,0
AN0P53MA2FSDX,WEST BENGAL,BARDHAMAN,DEBAGRAM,,208.3670456,22444.09007,5.404248262,338.06369,540.8995403,9.980418463,84.57008277,3.594444416,0
A1BC8NZJ1IZZQ,WEST BENGAL,BARDHAMAN,UZIRPUR,8.058135997,191.2779316,29298.35949,6.12917258,356.6452541,278.5026326,12.60620441,65.51136125,3.13060894,0
AC5L3IAZO1W07,WEST BENGAL,BARDHAMAN,SARANGAPUR,,149.8389003,20283.78363,10.00587076,383.1131141,355.1849348,17.00349495,53.79972018,2.028875173,0
A2XGVBSTZXCMZ9,WEST BENGAL,BARDHAMAN,SALANDA,,220.9851581,26492.71618,4.94978742,,388.969021,21.08555041,70.26635473,4.875382905,0
AAT0AMX0Y66XL,WEST BENGAL,BARDHAMAN,NOWPARA IRSANDA,9.497261163,124.4828102,33681.33014,4.81465598,427.1845083,530.2170079,19.97031761,49.80984101,5.24210533,0
